cluster.outbound|5678||pr4286-dummy-backend.pr4286-runtime.svc.cluster.local.version_text: "2026-08-11T11:28:22Z/5"
listener.0.0.0.0_15021.worker_63.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_63.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_64.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_64.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_65.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_65.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_66.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_66.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_67.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_67.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_68.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_68.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_69.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_69.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_7.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_7.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_70.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_70.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_71.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_71.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_72.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_72.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_73.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_73.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_74.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_74.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_75.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_75.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_76.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_76.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_77.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_77.downstream_cx_total: 0
listener.0.0.0.0_15021.worker_78.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_78.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_79.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_79.downstream_cx_total: 1
listener.0.0.0.0_15021.worker_8.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_8.downstream_cx_total: 2
listener.0.0.0.0_15021.worker_9.downstream_cx_active: 0
listener.0.0.0.0_15021.worker_9.downstream_cx_total: 0
listener.0.0.0.0_15090.downstream_cx_active: 0
listener.0.0.0.0_15090.downstream_cx_destroy: 0
listener.0.0.0.0_15090.downstream_cx_overflow: 0
listener.0.0.0.0_15090.downstream_cx_overload_reject: 0
listener.0.0.0.0_15090.downstream_cx_total: 0
listener.0.0.0.0_15090.downstream_cx_transport_socket_connect_timeout: 0
listener.0.0.0.0_15090.downstream_global_cx_overflow: 0
listener.0.0.0.0_15090.downstream_listener_filter_error: 0
listener.0.0.0.0_15090.downstream_listener_filter_remote_close: 0
listener.0.0.0.0_15090.downstream_pre_cx_active: 0
listener.0.0.0.0_15090.downstream_pre_cx_timeout: 0
listener.0.0.0.0_15090.extension_config_missing: 0
listener.0.0.0.0_15090.http.stats.downstream_rq_1xx: 0
listener.0.0.0.0_15090.http.stats.downstream_rq_2xx: 0
listener.0.0.0.0_15090.http.stats.downstream_rq_3xx: 0
listener.0.0.0.0_15090.http.stats.downstream_rq_4xx: 0
listener.0.0.0.0_15090.http.stats.downstream_rq_5xx: 0
listener.0.0.0.0_15090.http.stats.downstream_rq_completed: 0
listener.0.0.0.0_15090.network_extension_config_missing: 0
listener.0.0.0.0_15090.no_filter_chain_match: 0
listener.0.0.0.0_15090.worker_0.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_0.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_1.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_1.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_10.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_10.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_11.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_11.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_12.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_12.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_13.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_13.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_14.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_14.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_15.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_15.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_16.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_16.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_17.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_17.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_18.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_18.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_19.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_19.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_2.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_2.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_20.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_20.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_21.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_21.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_22.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_22.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_23.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_23.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_24.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_24.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_25.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_25.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_26.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_26.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_27.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_27.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_28.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_28.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_29.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_29.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_3.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_3.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_30.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_30.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_31.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_31.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_32.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_32.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_33.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_33.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_34.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_34.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_35.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_35.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_36.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_36.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_37.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_37.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_38.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_38.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_39.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_39.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_4.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_4.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_40.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_40.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_41.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_41.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_42.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_42.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_43.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_43.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_44.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_44.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_45.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_45.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_46.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_46.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_47.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_47.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_48.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_48.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_49.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_49.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_5.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_5.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_50.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_50.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_51.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_51.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_52.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_52.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_53.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_53.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_54.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_54.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_55.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_55.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_56.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_56.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_57.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_57.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_58.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_58.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_59.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_59.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_6.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_6.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_60.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_60.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_61.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_61.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_62.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_62.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_63.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_63.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_64.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_64.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_65.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_65.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_66.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_66.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_67.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_67.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_68.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_68.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_69.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_69.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_7.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_7.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_70.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_70.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_71.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_71.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_72.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_72.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_73.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_73.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_74.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_74.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_75.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_75.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_76.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_76.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_77.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_77.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_78.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_78.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_79.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_79.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_8.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_8.downstream_cx_total: 0
listener.0.0.0.0_15090.worker_9.downstream_cx_active: 0
listener.0.0.0.0_15090.worker_9.downstream_cx_total: 0
listener.0.0.0.0_80.downstream_cx_active: 0
listener.0.0.0.0_80.downstream_cx_destroy: 301
listener.0.0.0.0_80.downstream_cx_overflow: 0
listener.0.0.0.0_80.downstream_cx_overload_reject: 0
listener.0.0.0.0_80.downstream_cx_total: 301
listener.0.0.0.0_80.downstream_cx_transport_socket_connect_timeout: 0
listener.0.0.0.0_80.downstream_global_cx_overflow: 0
listener.0.0.0.0_80.downstream_listener_filter_error: 0
listener.0.0.0.0_80.downstream_listener_filter_remote_close: 0
listener.0.0.0.0_80.downstream_pre_cx_active: 0
listener.0.0.0.0_80.downstream_pre_cx_timeout: 0
listener.0.0.0.0_80.extension_config_missing: 0
listener.0.0.0.0_80.http.outbound_0.0.0.0_80.downstream_rq_1xx: 0
listener.0.0.0.0_80.http.outbound_0.0.0.0_80.downstream_rq_2xx: 301
listener.0.0.0.0_80.http.outbound_0.0.0.0_80.downstream_rq_3xx: 0
listener.0.0.0.0_80.http.outbound_0.0.0.0_80.downstream_rq_4xx: 0
listener.0.0.0.0_80.http.outbound_0.0.0.0_80.downstream_rq_5xx: 0
listener.0.0.0.0_80.http.outbound_0.0.0.0_80.downstream_rq_completed: 301
listener.0.0.0.0_80.network_extension_config_missing: 0
listener.0.0.0.0_80.no_filter_chain_match: 0
listener.0.0.0.0_80.worker_0.downstream_cx_active: 0
listener.0.0.0.0_80.worker_0.downstream_cx_total: 5
listener.0.0.0.0_80.worker_1.downstream_cx_active: 0
listener.0.0.0.0_80.worker_1.downstream_cx_total: 0
listener.0.0.0.0_80.worker_10.downstream_cx_active: 0
listener.0.0.0.0_80.worker_10.downstream_cx_total: 8
listener.0.0.0.0_80.worker_11.downstream_cx_active: 0
listener.0.0.0.0_80.worker_11.downstream_cx_total: 7
listener.0.0.0.0_80.worker_12.downstream_cx_active: 0
listener.0.0.0.0_80.worker_12.downstream_cx_total: 2
listener.0.0.0.0_80.worker_13.downstream_cx_active: 0
listener.0.0.0.0_80.worker_13.downstream_cx_total: 3
listener.0.0.0.0_80.worker_14.downstream_cx_active: 0
listener.0.0.0.0_80.worker_14.downstream_cx_total: 6
listener.0.0.0.0_80.worker_15.downstream_cx_active: 0
listener.0.0.0.0_80.worker_15.downstream_cx_total: 6
listener.0.0.0.0_80.worker_16.downstream_cx_active: 0
listener.0.0.0.0_80.worker_16.downstream_cx_total: 7
listener.0.0.0.0_80.worker_17.downstream_cx_active: 0
listener.0.0.0.0_80.worker_17.downstream_cx_total: 3
listener.0.0.0.0_80.worker_18.downstream_cx_active: 0
listener.0.0.0.0_80.worker_18.downstream_cx_total: 4
listener.0.0.0.0_80.worker_19.downstream_cx_active: 0
listener.0.0.0.0_80.worker_19.downstream_cx_total: 3
listener.0.0.0.0_80.worker_2.downstream_cx_active: 0
listener.0.0.0.0_80.worker_2.downstream_cx_total: 3
listener.0.0.0.0_80.worker_20.downstream_cx_active: 0
listener.0.0.0.0_80.worker_20.downstream_cx_total: 4
listener.0.0.0.0_80.worker_21.downstream_cx_active: 0
listener.0.0.0.0_80.worker_21.downstream_cx_total: 3
listener.0.0.0.0_80.worker_22.downstream_cx_active: 0
listener.0.0.0.0_80.worker_22.downstream_cx_total: 5
listener.0.0.0.0_80.worker_23.downstream_cx_active: 0
listener.0.0.0.0_80.worker_23.downstream_cx_total: 7
listener.0.0.0.0_80.worker_24.downstream_cx_active: 0
listener.0.0.0.0_80.worker_24.downstream_cx_total: 4
listener.0.0.0.0_80.worker_25.downstream_cx_active: 0
listener.0.0.0.0_80.worker_25.downstream_cx_total: 3
listener.0.0.0.0_80.worker_26.downstream_cx_active: 0
listener.0.0.0.0_80.worker_26.downstream_cx_total: 5
listener.0.0.0.0_80.worker_27.downstream_cx_active: 0
listener.0.0.0.0_80.worker_27.downstream_cx_total: 2
listener.0.0.0.0_80.worker_28.downstream_cx_active: 0
listener.0.0.0.0_80.worker_28.downstream_cx_total: 6
listener.0.0.0.0_80.worker_29.downstream_cx_active: 0
listener.0.0.0.0_80.worker_29.downstream_cx_total: 5
listener.0.0.0.0_80.worker_3.downstream_cx_active: 0
listener.0.0.0.0_80.worker_3.downstream_cx_total: 7
listener.0.0.0.0_80.worker_30.downstream_cx_active: 0
listener.0.0.0.0_80.worker_30.downstream_cx_total: 4
listener.0.0.0.0_80.worker_31.downstream_cx_active: 0
listener.0.0.0.0_80.worker_31.downstream_cx_total: 5
listener.0.0.0.0_80.worker_32.downstream_cx_active: 0
listener.0.0.0.0_80.worker_32.downstream_cx_total: 2
listener.0.0.0.0_80.worker_33.downstream_cx_active: 0
listener.0.0.0.0_80.worker_33.downstream_cx_total: 6
listener.0.0.0.0_80.worker_34.downstream_cx_active: 0
listener.0.0.0.0_80.worker_34.downstream_cx_total: 5
listener.0.0.0.0_80.worker_35.downstream_cx_active: 0
listener.0.0.0.0_80.worker_35.downstream_cx_total: 3
listener.0.0.0.0_80.worker_36.downstream_cx_active: 0
listener.0.0.0.0_80.worker_36.downstream_cx_total: 3
listener.0.0.0.0_80.worker_37.downstream_cx_active: 0
listener.0.0.0.0_80.worker_37.downstream_cx_total: 5
listener.0.0.0.0_80.worker_38.downstream_cx_active: 0
listener.0.0.0.0_80.worker_38.downstream_cx_total: 3
listener.0.0.0.0_80.worker_39.downstream_cx_active: 0
listener.0.0.0.0_80.worker_39.downstream_cx_total: 4
listener.0.0.0.0_80.worker_4.downstream_cx_active: 0
listener.0.0.0.0_80.worker_4.downstream_cx_total: 4
listener.0.0.0.0_80.worker_40.downstream_cx_active: 0
listener.0.0.0.0_80.worker_40.downstream_cx_total: 3
listener.0.0.0.0_80.worker_41.downstream_cx_active: 0
listener.0.0.0.0_80.worker_41.downstream_cx_total: 4
listener.0.0.0.0_80.worker_42.downstream_cx_active: 0
listener.0.0.0.0_80.worker_42.downstream_cx_total: 4
listener.0.0.0.0_80.worker_43.downstream_cx_active: 0
listener.0.0.0.0_80.worker_43.downstream_cx_total: 5
listener.0.0.0.0_80.worker_44.downstream_cx_active: 0
listener.0.0.0.0_80.worker_44.downstream_cx_total: 2
listener.0.0.0.0_80.worker_45.downstream_cx_active: 0
listener.0.0.0.0_80.worker_45.downstream_cx_total: 2
listener.0.0.0.0_80.worker_46.downstream_cx_active: 0
listener.0.0.0.0_80.worker_46.downstream_cx_total: 7
listener.0.0.0.0_80.worker_47.downstream_cx_active: 0
listener.0.0.0.0_80.worker_47.downstream_cx_total: 1
listener.0.0.0.0_80.worker_48.downstream_cx_active: 0
listener.0.0.0.0_80.worker_48.downstream_cx_total: 1
listener.0.0.0.0_80.worker_49.downstream_cx_active: 0
listener.0.0.0.0_80.worker_49.downstream_cx_total: 3
listener.0.0.0.0_80.worker_5.downstream_cx_active: 0
listener.0.0.0.0_80.worker_5.downstream_cx_total: 3
listener.0.0.0.0_80.worker_50.downstream_cx_active: 0
listener.0.0.0.0_80.worker_50.downstream_cx_total: 3
listener.0.0.0.0_80.worker_51.downstream_cx_active: 0
listener.0.0.0.0_80.worker_51.downstream_cx_total: 4
listener.0.0.0.0_80.worker_52.downstream_cx_active: 0
listener.0.0.0.0_80.worker_52.downstream_cx_total: 4
listener.0.0.0.0_80.worker_53.downstream_cx_active: 0
listener.0.0.0.0_80.worker_53.downstream_cx_total: 3
listener.0.0.0.0_80.worker_54.downstream_cx_active: 0
listener.0.0.0.0_80.worker_54.downstream_cx_total: 4
listener.0.0.0.0_80.worker_55.downstream_cx_active: 0
listener.0.0.0.0_80.worker_55.downstream_cx_total: 5
listener.0.0.0.0_80.worker_56.downstream_cx_active: 0
listener.0.0.0.0_80.worker_56.downstream_cx_total: 3
listener.0.0.0.0_80.worker_57.downstream_cx_active: 0
listener.0.0.0.0_80.worker_57.downstream_cx_total: 4
listener.0.0.0.0_80.worker_58.downstream_cx_active: 0
listener.0.0.0.0_80.worker_58.downstream_cx_total: 5
listener.0.0.0.0_80.worker_59.downstream_cx_active: 0
listener.0.0.0.0_80.worker_59.downstream_cx_total: 3
listener.0.0.0.0_80.worker_6.downstream_cx_active: 0
listener.0.0.0.0_80.worker_6.downstream_cx_total: 3
listener.0.0.0.0_80.worker_60.downstream_cx_active: 0
listener.0.0.0.0_80.worker_60.downstream_cx_total: 1
listener.0.0.0.0_80.worker_61.downstream_cx_active: 0
listener.0.0.0.0_80.worker_61.downstream_cx_total: 5
listener.0.0.0.0_80.worker_62.downstream_cx_active: 0
listener.0.0.0.0_80.worker_62.downstream_cx_total: 2
listener.0.0.0.0_80.worker_63.downstream_cx_active: 0
listener.0.0.0.0_80.worker_63.downstream_cx_total: 1
listener.0.0.0.0_80.worker_64.downstream_cx_active: 0
listener.0.0.0.0_80.worker_64.downstream_cx_total: 2
listener.0.0.0.0_80.worker_65.downstream_cx_active: 0
listener.0.0.0.0_80.worker_65.downstream_cx_total: 3
listener.0.0.0.0_80.worker_66.downstream_cx_active: 0
listener.0.0.0.0_80.worker_66.downstream_cx_total: 3
listener.0.0.0.0_80.worker_67.downstream_cx_active: 0
listener.0.0.0.0_80.worker_67.downstream_cx_total: 3
listener.0.0.0.0_80.worker_68.downstream_cx_active: 0
listener.0.0.0.0_80.worker_68.downstream_cx_total: 5
listener.0.0.0.0_80.worker_69.downstream_cx_active: 0
listener.0.0.0.0_80.worker_69.downstream_cx_total: 4
listener.0.0.0.0_80.worker_7.downstream_cx_active: 0
listener.0.0.0.0_80.worker_7.downstream_cx_total: 1
listener.0.0.0.0_80.worker_70.downstream_cx_active: 0
listener.0.0.0.0_80.worker_70.downstream_cx_total: 3
listener.0.0.0.0_80.worker_71.downstream_cx_active: 0
listener.0.0.0.0_80.worker_71.downstream_cx_total: 5
listener.0.0.0.0_80.worker_72.downstream_cx_active: 0
listener.0.0.0.0_80.worker_72.downstream_cx_total: 5
listener.0.0.0.0_80.worker_73.downstream_cx_active: 0
listener.0.0.0.0_80.worker_73.downstream_cx_total: 2
listener.0.0.0.0_80.worker_74.downstream_cx_active: 0
listener.0.0.0.0_80.worker_74.downstream_cx_total: 2
listener.0.0.0.0_80.worker_75.downstream_cx_active: 0
listener.0.0.0.0_80.worker_75.downstream_cx_total: 3
listener.0.0.0.0_80.worker_76.downstream_cx_active: 0
listener.0.0.0.0_80.worker_76.downstream_cx_total: 3
listener.0.0.0.0_80.worker_77.downstream_cx_active: 0
listener.0.0.0.0_80.worker_77.downstream_cx_total: 4
listener.0.0.0.0_80.worker_78.downstream_cx_active: 0
listener.0.0.0.0_80.worker_78.downstream_cx_total: 6
listener.0.0.0.0_80.worker_79.downstream_cx_active: 0
listener.0.0.0.0_80.worker_79.downstream_cx_total: 3
listener.0.0.0.0_80.worker_8.downstream_cx_active: 0
listener.0.0.0.0_80.worker_8.downstream_cx_total: 2
listener.0.0.0.0_80.worker_9.downstream_cx_active: 0
listener.0.0.0.0_80.worker_9.downstream_cx_total: 5
listener.admin.downstream_cx_active: 1
listener.admin.downstream_cx_destroy: 1
listener.admin.downstream_cx_overflow: 0
listener.admin.downstream_cx_overload_reject: 0
listener.admin.downstream_cx_total: 2
listener.admin.downstream_cx_transport_socket_connect_timeout: 0
listener.admin.downstream_global_cx_overflow: 0
listener.admin.downstream_listener_filter_error: 0
listener.admin.downstream_listener_filter_remote_close: 0
listener.admin.downstream_pre_cx_active: 0
listener.admin.downstream_pre_cx_timeout: 0
listener.admin.http.admin.downstream_rq_1xx: 0
listener.admin.http.admin.downstream_rq_2xx: 3
listener.admin.http.admin.downstream_rq_3xx: 0
listener.admin.http.admin.downstream_rq_4xx: 0
listener.admin.http.admin.downstream_rq_5xx: 0
listener.admin.http.admin.downstream_rq_completed: 3
listener.admin.main_thread.downstream_cx_active: 1
listener.admin.main_thread.downstream_cx_total: 2
listener.admin.no_filter_chain_match: 0
listener_manager.lds.init_fetch_timeout: 0
listener_manager.lds.last_update_success: 1
listener_manager.lds.update_attempt: 5
listener_manager.lds.update_failure: 0
listener_manager.lds.update_rejected: 0
listener_manager.lds.update_success: 4
listener_manager.lds.update_time: 1786447702264
listener_manager.lds.version: 10314705478540176555
listener_manager.listener_added: 3
listener_manager.listener_create_failure: 0
listener_manager.listener_create_success: 240
listener_manager.listener_in_place_updated: 0
listener_manager.listener_modified: 0
listener_manager.listener_removed: 0
listener_manager.listener_stopped: 0
listener_manager.total_filter_chains_draining: 0
listener_manager.total_listeners_active: 3
listener_manager.total_listeners_draining: 0
listener_manager.total_listeners_warming: 0
listener_manager.workers_started: 1
main_thread.watchdog_mega_miss: 0
main_thread.watchdog_miss: 0
runtime.admin_overrides_active: 0
runtime.deprecated_feature_seen_since_process_start: 7
runtime.deprecated_feature_use: 7
runtime.load_error: 0
runtime.load_success: 1
runtime.num_keys: 4
runtime.num_layers: 2
runtime.override_dir_exists: 0
runtime.override_dir_not_exists: 1
server.compilation_settings.fips_mode: 0
server.concurrency: 80
server.days_until_first_cert_expiring: 4294967295
server.debug_assertion_failures: 0
server.dropped_stat_flushes: 0
server.dynamic_unknown_fields: 0
server.envoy_bug_failures: 0
server.envoy_notifications: 0
server.hot_restart_epoch: 0
server.live: 1
server.main_thread.watchdog_mega_miss: 0
server.main_thread.watchdog_miss: 0
server.memory_allocated: 16090856
server.memory_heap_size: 29360128
server.memory_physical_size: 32374848
server.parent_connections: 0
server.seconds_until_first_ocsp_response_expiring: 0
server.state: 0
server.static_unknown_fields: 0
server.stats_recent_lookups: 11670
server.total_connections: 0
server.uptime: 130
server.version: 4666845
server.wip_protos: 6
server.worker_0.watchdog_mega_miss: 0
server.worker_0.watchdog_miss: 0
server.worker_1.watchdog_mega_miss: 0
server.worker_1.watchdog_miss: 0
server.worker_10.watchdog_mega_miss: 0
server.worker_10.watchdog_miss: 0
server.worker_11.watchdog_mega_miss: 0
server.worker_11.watchdog_miss: 0
server.worker_12.watchdog_mega_miss: 0
server.worker_12.watchdog_miss: 0
server.worker_13.watchdog_mega_miss: 0
server.worker_13.watchdog_miss: 0
server.worker_14.watchdog_mega_miss: 0
server.worker_14.watchdog_miss: 0
server.worker_15.watchdog_mega_miss: 0
server.worker_15.watchdog_miss: 0
server.worker_16.watchdog_mega_miss: 0
server.worker_16.watchdog_miss: 0
server.worker_17.watchdog_mega_miss: 0
